site_id,ip_addr,readings,outliers,time_stamp
ug01,192_168_1_200,5016,1,2010-10-01 00:00:00
ug01,192_168_1_200,373347,12,2011-09-01 00:00:00
ug01,192_168_1_200,653005,27,2011-10-01 00:00:00
ug01,192_168_1_200,684031,246,2011-11-01 00:00:00
ug01,192_168_1_200,632038,150,2011-12-01 00:00:00
ug01,192_168_1_200,740459,40,2012-01-01 00:00:00
ug01,192_168_1_200,697679,202,2012-02-01 00:00:00
ug01,192_168_1_200,752275,274,2012-03-01 00:00:00
ug01,192_168_1_200,731787,39,2012-04-01 00:00:00
ug01,192_168_1_200,581961,441,2012-05-01 00:00:00
ug01,192_168_1_200,472227,14,2012-06-01 00:00:00
ug01,192_168_1_200,746802,61,2012-07-01 00:00:00
ug01,192_168_1_200,760304,34,2012-08-01 00:00:00
ug01,192_168_1_200,735847,52,2012-09-01 00:00:00
ug01,192_168_1_200,50012,0,2012-10-01 00:00:00
ug01,192_168_1_200,5,1,2013-08-01 00:00:00
ug01,192_168_1_201,1700,0,2010-10-01 00:00:00
ug01,192_168_1_201,99566,4,2011-09-01 00:00:00
ug01,192_168_1_201,180711,10,2011-10-01 00:00:00
ug01,192_168_1_201,175078,246,2011-11-01 00:00:00
ug01,192_168_1_201,180099,11,2011-12-01 00:00:00
ug01,192_168_1_201,223800,12,2012-01-01 00:00:00
ug01,192_168_1_201,177584,8,2012-02-01 00:00:00
ug01,192_168_1_201,157101,3,2012-03-01 00:00:00
ug01,192_168_1_201,88119,1,2012-04-01 00:00:00
ug01,192_168_1_201,106265,3,2012-05-01 00:00:00
ug01,192_168_1_201,65665,2,2012-06-01 00:00:00
ug01,192_168_1_201,125235,3,2012-07-01 00:00:00
ug01,192_168_1_201,221921,7,2012-08-01 00:00:00
ug01,192_168_1_201,195430,1,2012-09-01 00:00:00
ug01,192_168_1_201,184764,0,2012-10-01 00:00:00
ug01,192_168_1_201,149771,0,2012-11-01 00:00:00
ug01,192_168_1_201,141055,1,2012-12-01 00:00:00
ug01,192_168_1_201,122386,0,2013-01-01 00:00:00
ug01,192_168_1_201,141044,779,2013-02-01 00:00:00
ug01,192_168_1_201,148624,0,2013-03-01 00:00:00
ug01,192_168_1_201,273378,0,2013-04-01 00:00:00
ug01,192_168_1_201,304674,21,2013-05-01 00:00:00
ug01,192_168_1_201,247329,0,2013-06-01 00:00:00
ug01,192_168_1_201,173550,0,2013-07-01 00:00:00
ug01,192_168_1_201,194241,0,2013-08-01 00:00:00
ug01,192_168_1_201,119140,234,2013-09-01 00:00:00
ug01,192_168_1_202,1837,0,2010-10-01 00:00:00
ug01,192_168_1_202,79173,4,2011-09-01 00:00:00
ug01,192_168_1_202,191834,9,2011-10-01 00:00:00
ug01,192_168_1_202,157497,8,2011-11-01 00:00:00
ug01,192_168_1_202,147250,9,2011-12-01 00:00:00
ug01,192_168_1_202,165914,12,2012-01-01 00:00:00
ug01,192_168_1_202,127589,2,2012-02-01 00:00:00
ug01,192_168_1_202,149389,5,2012-03-01 00:00:00
ug01,192_168_1_202,163521,2,2012-04-01 00:00:00
ug01,192_168_1_202,136690,4,2012-05-01 00:00:00
ug01,192_168_1_202,90901,4,2012-06-01 00:00:00
ug01,192_168_1_202,151178,7,2012-07-01 00:00:00
ug01,192_168_1_202,182834,7,2012-08-01 00:00:00
ug01,192_168_1_202,190318,2,2012-09-01 00:00:00
ug01,192_168_1_202,215974,0,2012-10-01 00:00:00
ug01,192_168_1_202,132249,0,2012-11-01 00:00:00
ug01,192_168_1_202,186202,1,2012-12-01 00:00:00
ug01,192_168_1_202,153707,0,2013-01-01 00:00:00
ug01,192_168_1_202,145695,0,2013-02-01 00:00:00
ug01,192_168_1_202,197305,0,2013-03-01 00:00:00
ug01,192_168_1_202,156769,0,2013-04-01 00:00:00
ug01,192_168_1_202,203411,0,2013-05-01 00:00:00
ug01,192_168_1_202,190765,0,2013-06-01 00:00:00
ug01,192_168_1_202,204242,0,2013-07-01 00:00:00
ug01,192_168_1_202,228479,0,2013-08-01 00:00:00
ug01,192_168_1_202,66212,627,2013-09-01 00:00:00
ug01,192_168_1_203,1305,0,2010-10-01 00:00:00
ug01,192_168_1_203,62711,3,2011-09-01 00:00:00
ug01,192_168_1_203,95557,6,2011-10-01 00:00:00
ug01,192_168_1_203,104879,1,2011-11-01 00:00:00
ug01,192_168_1_203,62847,4,2011-12-01 00:00:00
ug01,192_168_1_203,71654,5,2012-01-01 00:00:00
ug01,192_168_1_203,71304,1,2012-02-01 00:00:00
ug01,192_168_1_203,88087,1,2012-03-01 00:00:00
ug01,192_168_1_203,86008,1,2012-04-01 00:00:00
ug01,192_168_1_203,90290,3,2012-05-01 00:00:00
ug01,192_168_1_203,53558,0,2012-06-01 00:00:00
ug01,192_168_1_203,54170,3,2012-07-01 00:00:00
ug01,192_168_1_203,73952,4,2012-08-01 00:00:00
ug01,192_168_1_203,74965,0,2012-09-01 00:00:00
ug01,192_168_1_203,128912,0,2012-10-01 00:00:00
ug01,192_168_1_203,72135,0,2012-11-01 00:00:00
ug01,192_168_1_203,117017,0,2012-12-01 00:00:00
ug01,192_168_1_203,86735,0,2013-01-01 00:00:00
ug01,192_168_1_203,80201,0,2013-02-01 00:00:00
ug01,192_168_1_203,121422,0,2013-03-01 00:00:00
ug01,192_168_1_203,146102,116,2013-04-01 00:00:00
ug01,192_168_1_203,124932,0,2013-05-01 00:00:00
ug01,192_168_1_203,113184,65,2013-06-01 00:00:00
ug01,192_168_1_203,97132,0,2013-07-01 00:00:00
ug01,192_168_1_203,106249,0,2013-08-01 00:00:00
ug01,192_168_1_203,37448,0,2013-09-01 00:00:00
ug01,192_168_1_204,1827,0,2010-10-01 00:00:00
ug01,192_168_1_204,502,0,2011-09-01 00:00:00
ug01,192_168_1_204,13394,0,2011-11-01 00:00:00
ug01,192_168_1_204,65556,221,2011-12-01 00:00:00
ug01,192_168_1_204,149656,5,2012-01-01 00:00:00
ug01,192_168_1_204,126574,99,2012-02-01 00:00:00
ug01,192_168_1_204,116645,3,2012-03-01 00:00:00
ug01,192_168_1_204,99882,2,2012-04-01 00:00:00
ug01,192_168_1_204,165631,2,2012-05-01 00:00:00
ug01,192_168_1_204,143460,2,2012-06-01 00:00:00
ug01,192_168_1_204,255477,5,2012-07-01 00:00:00
ug01,192_168_1_204,218141,2,2012-08-01 00:00:00
ug01,192_168_1_204,196386,2,2012-09-01 00:00:00
ug01,192_168_1_204,215874,1,2012-10-01 00:00:00
ug01,192_168_1_204,224103,0,2012-11-01 00:00:00
ug01,192_168_1_204,259981,0,2012-12-01 00:00:00
ug01,192_168_1_204,266204,0,2013-01-01 00:00:00
ug01,192_168_1_204,216425,0,2013-02-01 00:00:00
ug01,192_168_1_204,232281,0,2013-03-01 00:00:00
ug01,192_168_1_204,184755,0,2013-04-01 00:00:00
ug01,192_168_1_204,194776,0,2013-05-01 00:00:00
ug01,192_168_1_204,105561,0,2013-06-01 00:00:00
ug01,192_168_1_204,144695,0,2013-07-01 00:00:00
ug01,192_168_1_204,178623,1,2013-08-01 00:00:00
ug01,192_168_1_204,69055,440,2013-09-01 00:00:00
ug01,192_168_1_205,911,0,2010-10-01 00:00:00
ug01,192_168_1_205,137900,3,2011-09-01 00:00:00
ug01,192_168_1_205,261145,11,2011-10-01 00:00:00
ug01,192_168_1_205,244948,10,2011-11-01 00:00:00
ug01,192_168_1_205,205825,16,2011-12-01 00:00:00
ug01,192_168_1_205,209115,13,2012-01-01 00:00:00
ug01,192_168_1_205,140077,10,2012-02-01 00:00:00
ug01,192_168_1_205,62943,10,2012-03-01 00:00:00
ug01,192_168_1_205,11827,4,2012-04-01 00:00:00
ug01,192_168_1_205,78031,5,2012-05-01 00:00:00
ug01,192_168_1_205,126340,4,2012-06-01 00:00:00
ug01,192_168_1_205,230279,12,2012-07-01 00:00:00
ug01,192_168_1_205,246785,6,2012-08-01 00:00:00
ug01,192_168_1_205,285826,5,2012-09-01 00:00:00
ug01,192_168_1_205,103274,1,2012-10-01 00:00:00
ug01,192_168_1_205,162261,1,2012-11-01 00:00:00
ug01,192_168_1_205,286004,1,2012-12-01 00:00:00
ug01,192_168_1_205,241058,0,2013-01-01 00:00:00
ug01,192_168_1_205,237048,0,2013-02-01 00:00:00
ug01,192_168_1_205,254444,2,2013-03-01 00:00:00
ug01,192_168_1_205,168288,0,2013-04-01 00:00:00
ug01,192_168_1_205,255191,35,2013-05-01 00:00:00
ug01,192_168_1_205,290068,0,2013-06-01 00:00:00
ug01,192_168_1_205,327254,0,2013-07-01 00:00:00
ug01,192_168_1_205,275546,6,2013-08-01 00:00:00
ug01,192_168_1_205,88338,37,2013-09-01 00:00:00
ug01,192_168_1_206,1795,0,2010-10-01 00:00:00
ug01,192_168_1_206,89554,4,2011-09-01 00:00:00
ug01,192_168_1_206,177374,9,2011-10-01 00:00:00
ug01,192_168_1_206,163921,4,2011-11-01 00:00:00
ug01,192_168_1_206,165092,20,2011-12-01 00:00:00
ug01,192_168_1_206,139753,6,2012-01-01 00:00:00
ug01,192_168_1_206,161453,15,2012-02-01 00:00:00
ug01,192_168_1_206,190596,2,2012-03-01 00:00:00
ug01,192_168_1_206,192190,2,2012-04-01 00:00:00
ug01,192_168_1_206,125217,1,2012-05-01 00:00:00
ug01,192_168_1_206,101626,2,2012-06-01 00:00:00
ug01,192_168_1_206,139358,5,2012-07-01 00:00:00
ug01,192_168_1_206,126443,3,2012-08-01 00:00:00
ug01,192_168_1_206,123429,0,2012-09-01 00:00:00
ug01,192_168_1_206,103102,5,2012-10-01 00:00:00
ug01,192_168_1_206,5,0,2012-11-01 00:00:00
ug01,192_168_1_206,43791,1,2012-12-01 00:00:00
ug01,192_168_1_206,107105,2,2013-01-01 00:00:00
ug01,192_168_1_206,59273,0,2013-02-01 00:00:00
ug01,192_168_1_206,224896,1,2013-03-01 00:00:00
ug01,192_168_1_206,209777,0,2013-04-01 00:00:00
ug01,192_168_1_206,197114,0,2013-05-01 00:00:00
ug01,192_168_1_206,182944,2,2013-06-01 00:00:00
ug01,192_168_1_206,199734,0,2013-07-01 00:00:00
ug01,192_168_1_206,239413,0,2013-08-01 00:00:00
ug01,192_168_1_206,74665,0,2013-09-01 00:00:00
ug01,192_168_1_207,1135,0,2010-10-01 00:00:00
ug01,192_168_1_207,85774,1,2011-09-01 00:00:00
ug01,192_168_1_207,165367,9,2011-10-01 00:00:00
ug01,192_168_1_207,227011,21,2011-11-01 00:00:00
ug01,192_168_1_207,138094,8,2011-12-01 00:00:00
ug01,192_168_1_207,213650,4,2012-01-01 00:00:00
ug01,192_168_1_207,222464,6,2012-02-01 00:00:00
ug01,192_168_1_207,123314,1,2012-03-01 00:00:00
ug01,192_168_1_207,68444,0,2012-04-01 00:00:00
ug01,192_168_1_207,244233,187,2012-05-01 00:00:00
ug01,192_168_1_207,155173,6,2012-06-01 00:00:00
ug01,192_168_1_207,150162,8,2012-07-01 00:00:00
ug01,192_168_1_207,227376,5,2012-08-01 00:00:00
ug01,192_168_1_207,353907,4,2012-09-01 00:00:00
ug01,192_168_1_207,337336,1,2012-10-01 00:00:00
ug01,192_168_1_207,269134,0,2012-11-01 00:00:00
ug01,192_168_1_207,482899,1,2012-12-01 00:00:00
ug01,192_168_1_207,267626,0,2013-01-01 00:00:00
ug01,192_168_1_207,163416,320,2013-02-01 00:00:00
ug01,192_168_1_207,104984,0,2013-03-01 00:00:00
ug01,192_168_1_207,217676,1,2013-04-01 00:00:00
ug01,192_168_1_207,241212,0,2013-05-01 00:00:00
ug01,192_168_1_207,333199,0,2013-06-01 00:00:00
ug01,192_168_1_207,348529,0,2013-07-01 00:00:00
ug01,192_168_1_207,341967,0,2013-08-01 00:00:00
ug01,192_168_1_207,154620,0,2013-09-01 00:00:00
ug01,192_168_1_208,1771,0,2010-10-01 00:00:00
ug01,192_168_1_208,98772,4,2011-09-01 00:00:00
ug01,192_168_1_208,187444,9,2011-10-01 00:00:00
ug01,192_168_1_208,87472,3,2011-11-01 00:00:00
ug01,192_168_1_208,120204,6,2011-12-01 00:00:00
ug01,192_168_1_208,94882,5,2012-01-01 00:00:00
ug01,192_168_1_208,133740,1,2012-02-01 00:00:00
ug01,192_168_1_208,167008,7,2012-03-01 00:00:00
ug01,192_168_1_208,133013,1,2012-04-01 00:00:00
ug01,192_168_1_208,118765,2,2012-05-01 00:00:00
ug01,192_168_1_208,76975,4,2012-06-01 00:00:00
ug01,192_168_1_208,121535,3,2012-07-01 00:00:00
ug01,192_168_1_208,82187,4,2012-08-01 00:00:00
ug01,192_168_1_208,101943,0,2012-09-01 00:00:00
ug01,192_168_1_208,132391,0,2012-10-01 00:00:00
ug01,192_168_1_208,160812,0,2012-11-01 00:00:00
ug01,192_168_1_208,209885,0,2012-12-01 00:00:00
ug01,192_168_1_208,143489,0,2013-01-01 00:00:00
ug01,192_168_1_208,145421,0,2013-02-01 00:00:00
ug01,192_168_1_208,227098,0,2013-03-01 00:00:00
ug01,192_168_1_208,192012,0,2013-04-01 00:00:00
ug01,192_168_1_208,67395,0,2013-05-01 00:00:00
ug01,192_168_1_208,7,1,2013-08-01 00:00:00
ug01,192_168_1_208,33649,0,2013-09-01 00:00:00
ug01,192_168_1_209,1784,0,2010-10-01 00:00:00
ug01,192_168_1_209,22445,3,2011-09-01 00:00:00
ug01,192_168_1_209,32499,0,2011-10-01 00:00:00
ug01,192_168_1_209,125907,4,2011-11-01 00:00:00
ug01,192_168_1_209,151150,1,2011-12-01 00:00:00
ug01,192_168_1_209,66829,2,2012-01-01 00:00:00
ug01,192_168_1_209,41141,0,2012-02-01 00:00:00
ug01,192_168_1_209,22961,1,2012-03-01 00:00:00
ug01,192_168_1_209,58796,0,2012-04-01 00:00:00
ug01,192_168_1_209,25360,0,2012-05-01 00:00:00
ug01,192_168_1_209,42126,1,2012-06-01 00:00:00
ug01,192_168_1_209,46966,0,2012-07-01 00:00:00
ug01,192_168_1_209,12522,0,2012-08-01 00:00:00
ug01,192_168_1_209,50249,2,2012-09-01 00:00:00
ug01,192_168_1_209,124598,0,2012-10-01 00:00:00
ug01,192_168_1_209,76049,0,2012-11-01 00:00:00
ug01,192_168_1_209,140895,2,2012-12-01 00:00:00
ug01,192_168_1_209,86445,0,2013-01-01 00:00:00
ug01,192_168_1_209,140872,1632,2013-02-01 00:00:00
ug01,192_168_1_209,100161,0,2013-03-01 00:00:00
ug01,192_168_1_209,58340,0,2013-04-01 00:00:00
ug01,192_168_1_209,119006,1,2013-05-01 00:00:00
ug01,192_168_1_209,143055,0,2013-06-01 00:00:00
ug01,192_168_1_209,220455,1,2013-07-01 00:00:00
ug01,192_168_1_209,143758,1,2013-08-01 00:00:00
ug01,192_168_1_209,60290,375,2013-09-01 00:00:00
ug01,192_168_1_210,3748,0,2011-09-01 00:00:00
ug01,192_168_1_210,134702,6,2011-10-01 00:00:00
ug01,192_168_1_210,261656,242,2011-11-01 00:00:00
ug01,192_168_1_210,269947,8,2011-12-01 00:00:00
ug01,192_168_1_210,230377,7,2012-01-01 00:00:00
ug01,192_168_1_210,338310,12,2012-02-01 00:00:00
ug01,192_168_1_210,231620,6,2012-03-01 00:00:00
ug01,192_168_1_210,306064,6,2012-04-01 00:00:00
ug01,192_168_1_210,243485,1,2012-05-01 00:00:00
ug01,192_168_1_210,204601,2,2012-06-01 00:00:00
ug01,192_168_1_210,399785,15,2012-07-01 00:00:00
ug01,192_168_1_210,454197,10,2012-08-01 00:00:00
ug01,192_168_1_210,501908,3,2012-09-01 00:00:00
ug01,192_168_1_210,84887,0,2012-10-01 00:00:00
ug01,192_168_1_210,32375,0,2012-11-01 00:00:00
ug01,192_168_1_210,347770,1,2012-12-01 00:00:00
ug01,192_168_1_210,298761,0,2013-01-01 00:00:00
ug01,192_168_1_210,301548,1,2013-02-01 00:00:00
ug01,192_168_1_210,324623,0,2013-03-01 00:00:00
ug01,192_168_1_210,263223,0,2013-04-01 00:00:00
ug01,192_168_1_210,252526,0,2013-05-01 00:00:00
ug01,192_168_1_210,293886,0,2013-06-01 00:00:00
ug01,192_168_1_210,354071,0,2013-07-01 00:00:00
ug01,192_168_1_210,367151,0,2013-08-01 00:00:00
ug01,192_168_1_210,144624,0,2013-09-01 00:00:00
ug02,192_168_1_200,481308,37,2012-01-01 00:00:00
ug02,192_168_1_201,98071,0,2012-01-01 00:00:00
ug02,192_168_1_201,165012,0,2012-02-01 00:00:00
ug02,192_168_1_201,143709,0,2012-03-01 00:00:00
ug02,192_168_1_201,151800,0,2012-04-01 00:00:00
ug02,192_168_1_201,180838,1,2012-05-01 00:00:00
ug02,192_168_1_201,48020,0,2012-06-01 00:00:00
ug02,192_168_1_201,7254,0,2013-06-01 00:00:00
ug02,192_168_1_201,8064,1,2013-07-01 00:00:00
ug02,192_168_1_201,51330,0,2013-08-01 00:00:00
ug02,192_168_1_201,25406,0,2013-09-01 00:00:00
ug02,192_168_1_202,84893,0,2012-02-01 00:00:00
ug02,192_168_1_202,93323,0,2012-03-01 00:00:00
ug02,192_168_1_202,102952,0,2012-04-01 00:00:00
ug02,192_168_1_202,96940,0,2012-05-01 00:00:00
ug02,192_168_1_202,42718,0,2012-06-01 00:00:00
ug02,192_168_1_202,12158,1,2013-06-01 00:00:00
ug02,192_168_1_202,7129,1,2013-07-01 00:00:00
ug02,192_168_1_202,63320,1,2013-08-01 00:00:00
ug02,192_168_1_202,14508,0,2013-09-01 00:00:00
ug02,192_168_1_203,58309,0,2012-01-01 00:00:00
ug02,192_168_1_203,61704,0,2012-02-01 00:00:00
ug02,192_168_1_203,73055,0,2012-03-01 00:00:00
ug02,192_168_1_203,72952,0,2012-04-01 00:00:00
ug02,192_168_1_203,96644,0,2012-05-01 00:00:00
ug02,192_168_1_203,32584,0,2012-06-01 00:00:00
ug02,192_168_1_203,4852,1,2013-06-01 00:00:00
ug02,192_168_1_203,4496,1,2013-07-01 00:00:00
ug02,192_168_1_203,37049,1,2013-08-01 00:00:00
ug02,192_168_1_203,25494,0,2013-09-01 00:00:00
ug02,192_168_1_204,355220,0,2012-01-01 00:00:00
ug02,192_168_1_204,362401,2,2012-02-01 00:00:00
ug02,192_168_1_204,373770,0,2012-03-01 00:00:00
ug02,192_168_1_204,334235,0,2012-04-01 00:00:00
ug02,192_168_1_204,325459,2,2012-05-01 00:00:00
ug02,192_168_1_204,112654,1,2012-06-01 00:00:00
ug02,192_168_1_204,22310,2,2013-06-01 00:00:00
ug02,192_168_1_204,24466,2,2013-07-01 00:00:00
ug02,192_168_1_204,169224,1,2013-08-01 00:00:00
ug02,192_168_1_204,81890,1,2013-09-01 00:00:00
ug02,192_168_1_205,158161,0,2012-01-01 00:00:00
ug02,192_168_1_205,161025,0,2012-02-01 00:00:00
ug02,192_168_1_205,225611,0,2012-03-01 00:00:00
ug02,192_168_1_205,230459,0,2012-04-01 00:00:00
ug02,192_168_1_205,173736,1,2012-05-01 00:00:00
ug02,192_168_1_205,53023,0,2012-06-01 00:00:00
ug02,192_168_1_205,32074,2,2013-06-01 00:00:00
ug02,192_168_1_205,16686,7,2013-07-01 00:00:00
ug02,192_168_1_205,224207,1,2013-08-01 00:00:00
ug02,192_168_1_205,115023,2,2013-09-01 00:00:00
ug02,192_168_1_206,337589,8,2012-01-01 00:00:00
ug02,192_168_1_206,97524,6,2012-02-01 00:00:00
ug02,192_168_1_206,4407,0,2012-05-01 00:00:00
ug02,192_168_1_206,93356,7,2012-06-01 00:00:00
ug02,192_168_1_206,15209,3,2013-06-01 00:00:00
ug02,192_168_1_206,36599,4,2013-07-01 00:00:00
ug02,192_168_1_206,108453,1,2013-08-01 00:00:00
ug02,192_168_1_206,71901,1,2013-09-01 00:00:00
ug02,192_168_1_207,171678,43,2012-01-01 00:00:00
ug02,192_168_1_207,212547,2,2012-02-01 00:00:00
ug02,192_168_1_207,198336,140,2012-03-01 00:00:00
ug02,192_168_1_207,119319,4,2012-04-01 00:00:00
ug02,192_168_1_207,25406,0,2012-05-01 00:00:00
ug02,192_168_1_207,122505,1,2012-06-01 00:00:00
ug02,192_168_1_207,29812,4,2013-06-01 00:00:00
ug02,192_168_1_207,37434,7,2013-07-01 00:00:00
ug02,192_168_1_207,266099,3,2013-08-01 00:00:00
ug02,192_168_1_207,172622,4,2013-09-01 00:00:00
ug02,192_168_1_208,101596,1,2012-01-01 00:00:00
ug02,192_168_1_208,120509,2,2012-02-01 00:00:00
ug02,192_168_1_208,190666,1,2012-03-01 00:00:00
ug02,192_168_1_208,163903,3,2012-04-01 00:00:00
ug02,192_168_1_208,132310,8,2012-05-01 00:00:00
ug02,192_168_1_208,58102,1,2012-06-01 00:00:00
ug02,192_168_1_208,16531,1,2013-06-01 00:00:00
ug02,192_168_1_208,22685,2,2013-07-01 00:00:00
ug02,192_168_1_208,140910,2,2013-08-01 00:00:00
ug02,192_168_1_208,64953,1,2013-09-01 00:00:00
ug02,192_168_1_209,504321,0,2012-01-01 00:00:00
ug02,192_168_1_209,290513,0,2012-02-01 00:00:00
ug02,192_168_1_209,165351,0,2012-03-01 00:00:00
ug02,192_168_1_209,363618,0,2012-04-01 00:00:00
ug02,192_168_1_209,437510,0,2012-05-01 00:00:00
ug02,192_168_1_209,165400,0,2012-06-01 00:00:00
ug02,192_168_1_209,16068,0,2013-06-01 00:00:00
ug02,192_168_1_209,20793,1,2013-07-01 00:00:00
ug02,192_168_1_209,339256,2,2013-08-01 00:00:00
ug02,192_168_1_209,166621,1,2013-09-01 00:00:00
ug02,192_168_1_210,298921,0,2012-01-01 00:00:00
ug02,192_168_1_210,285505,1,2012-02-01 00:00:00
ug02,192_168_1_210,387107,0,2012-03-01 00:00:00
ug02,192_168_1_210,399758,0,2012-04-01 00:00:00
ug02,192_168_1_210,333452,1,2012-05-01 00:00:00
ug02,192_168_1_210,104835,0,2012-06-01 00:00:00
ug02,192_168_1_210,13817,0,2013-06-01 00:00:00
ug02,192_168_1_210,25477,1,2013-07-01 00:00:00
ug02,192_168_1_210,135846,1,2013-08-01 00:00:00
ug02,192_168_1_210,95019,1,2013-09-01 00:00:00
ug03,192_168_1_200,100,0,2000-01-01 00:00:00
ug03,192_168_1_200,480469,98,2011-08-01 00:00:00
ug03,192_168_1_200,577140,0,2011-09-01 00:00:00
ug03,192_168_1_200,769309,1,2011-10-01 00:00:00
ug03,192_168_1_200,745250,2,2011-11-01 00:00:00
ug03,192_168_1_200,738055,0,2011-12-01 00:00:00
ug03,192_168_1_200,771032,0,2012-01-01 00:00:00
ug03,192_168_1_200,716332,0,2012-02-01 00:00:00
ug03,192_168_1_200,753580,1,2012-03-01 00:00:00
ug03,192_168_1_200,657195,0,2012-04-01 00:00:00
ug03,192_168_1_200,755490,0,2012-05-01 00:00:00
ug03,192_168_1_200,508393,2,2012-06-01 00:00:00
ug03,192_168_1_200,771227,1,2012-07-01 00:00:00
ug03,192_168_1_200,770323,0,2012-08-01 00:00:00
