site_id,ip_addr,readings,outliers,time_stamp
ug03,192_168_1_200,735826,1,2012-09-01 00:00:00
ug03,192_168_1_200,677807,3,2012-10-01 00:00:00
ug03,192_168_1_200,293507,51,2012-11-01 00:00:00
ug03,192_168_1_200,531567,108,2012-12-01 00:00:00
ug03,192_168_1_200,679846,9,2013-01-01 00:00:00
ug03,192_168_1_200,696175,6,2013-02-01 00:00:00
ug03,192_168_1_200,770787,3,2013-03-01 00:00:00
ug03,192_168_1_200,745610,9,2013-04-01 00:00:00
ug03,192_168_1_200,573692,2,2013-05-01 00:00:00
ug03,192_168_1_200,693694,4,2013-06-01 00:00:00
ug03,192_168_1_200,770844,15,2013-07-01 00:00:00
ug03,192_168_1_200,770185,11,2013-08-01 00:00:00
ug03,192_168_1_200,261824,0,2013-09-01 00:00:00
ug03,192_168_1_201,1,0,2000-01-01 00:00:00
ug03,192_168_1_201,223,0,2011-08-01 00:00:00
ug03,192_168_1_201,150728,0,2011-09-01 00:00:00
ug03,192_168_1_201,394820,0,2011-10-01 00:00:00
ug03,192_168_1_201,329770,0,2011-11-01 00:00:00
ug03,192_168_1_201,1,0,2011-12-01 00:00:00
ug03,192_168_1_201,76435,0,2012-01-01 00:00:00
ug03,192_168_1_201,388176,0,2012-02-01 00:00:00
ug03,192_168_1_201,486866,0,2012-03-01 00:00:00
ug03,192_168_1_201,216859,0,2012-04-01 00:00:00
ug03,192_168_1_201,194901,0,2012-05-01 00:00:00
ug03,192_168_1_201,347676,2,2012-06-01 00:00:00
ug03,192_168_1_201,467712,1,2012-07-01 00:00:00
ug03,192_168_1_201,138131,0,2012-08-01 00:00:00
ug03,192_168_1_201,414938,2,2012-09-01 00:00:00
ug03,192_168_1_201,494486,1,2012-10-01 00:00:00
ug03,192_168_1_201,199442,28,2012-11-01 00:00:00
ug03,192_168_1_201,91089,12,2012-12-01 00:00:00
ug03,192_168_1_201,220939,6,2013-01-01 00:00:00
ug03,192_168_1_201,457481,8,2013-02-01 00:00:00
ug03,192_168_1_201,632344,2,2013-03-01 00:00:00
ug03,192_168_1_201,561568,6,2013-04-01 00:00:00
ug03,192_168_1_201,209328,2,2013-05-01 00:00:00
ug03,192_168_1_201,667511,5,2013-06-01 00:00:00
ug03,192_168_1_201,729057,7,2013-07-01 00:00:00
ug03,192_168_1_201,423873,7,2013-08-01 00:00:00
ug03,192_168_1_201,43534,0,2013-09-01 00:00:00
ug03,192_168_1_202,370,0,2011-08-01 00:00:00
ug03,192_168_1_202,239467,0,2011-09-01 00:00:00
ug03,192_168_1_202,467052,0,2011-10-01 00:00:00
ug03,192_168_1_202,374585,0,2011-11-01 00:00:00
ug03,192_168_1_202,239589,0,2011-12-01 00:00:00
ug03,192_168_1_202,318293,0,2012-01-01 00:00:00
ug03,192_168_1_202,385314,0,2012-02-01 00:00:00
ug03,192_168_1_202,430419,0,2012-03-01 00:00:00
ug03,192_168_1_202,416483,0,2012-04-01 00:00:00
ug03,192_168_1_202,454272,0,2012-05-01 00:00:00
ug03,192_168_1_202,249967,0,2012-06-01 00:00:00
ug03,192_168_1_202,41756,0,2012-08-01 00:00:00
ug03,192_168_1_202,591783,0,2012-09-01 00:00:00
ug03,192_168_1_202,479818,0,2012-10-01 00:00:00
ug03,192_168_1_202,168416,5,2012-11-01 00:00:00
ug03,192_168_1_202,41394,0,2013-01-01 00:00:00
ug03,192_168_1_202,448297,0,2013-02-01 00:00:00
ug03,192_168_1_202,471701,0,2013-03-01 00:00:00
ug03,192_168_1_202,394625,0,2013-04-01 00:00:00
ug03,192_168_1_202,315109,0,2013-05-01 00:00:00
ug03,192_168_1_202,454339,1,2013-06-01 00:00:00
ug03,192_168_1_202,420475,0,2013-07-01 00:00:00
ug03,192_168_1_202,485660,0,2013-08-01 00:00:00
ug03,192_168_1_202,147545,0,2013-09-01 00:00:00
ug03,192_168_1_203,216,0,2011-08-01 00:00:00
ug03,192_168_1_203,2297,0,2011-09-01 00:00:00
ug03,192_168_1_203,54296,0,2012-06-01 00:00:00
ug03,192_168_1_203,614689,0,2012-07-01 00:00:00
ug03,192_168_1_203,494688,0,2012-08-01 00:00:00
ug03,192_168_1_204,1,0,2000-01-01 00:00:00
ug03,192_168_1_204,205,0,2011-08-01 00:00:00
ug03,192_168_1_204,2335,0,2011-09-01 00:00:00
ug03,192_168_1_204,4,1,2013-08-01 00:00:00
ug03,192_168_1_205,3284,0,2011-08-01 00:00:00
ug03,192_168_1_205,15561,0,2011-09-01 00:00:00
ug03,192_168_1_205,7395,0,2011-10-01 00:00:00
ug03,192_168_1_205,12108,2,2011-11-01 00:00:00
ug03,192_168_1_205,138,0,2011-12-01 00:00:00
ug03,192_168_1_205,1772,0,2012-04-01 00:00:00
ug03,192_168_1_205,1238,0,2012-06-01 00:00:00
ug03,192_168_1_205,7,0,2012-07-01 00:00:00
ug03,192_168_1_205,1,0,2012-08-01 00:00:00
ug03,192_168_1_205,21,0,2012-10-01 00:00:00
ug03,192_168_1_205,25,0,2012-11-01 00:00:00
ug03,192_168_1_205,23,0,2013-01-01 00:00:00
ug03,192_168_1_205,299,0,2013-04-01 00:00:00
ug03,192_168_1_205,120,0,2013-06-01 00:00:00
ug03,192_168_1_205,4,1,2013-08-01 00:00:00
ug03,192_168_1_208,3,0,2013-08-01 00:00:00
ug03,192_168_1_209,3,0,2013-08-01 00:00:00
ug04,192_168_1_200,217544,0,2012-01-01 00:00:00
ug04,192_168_1_200,273643,5,2012-02-01 00:00:00
ug04,192_168_1_200,87928,0,2012-03-01 00:00:00
ug04,192_168_1_200,644161,4,2012-04-01 00:00:00
ug04,192_168_1_200,371309,0,2012-05-01 00:00:00
ug04,192_168_1_200,361193,68,2012-11-01 00:00:00
ug04,192_168_1_200,754808,503,2012-12-01 00:00:00
ug04,192_168_1_200,756942,1853,2013-01-01 00:00:00
ug04,192_168_1_200,574562,1723,2013-02-01 00:00:00
ug04,192_168_1_200,721501,1840,2013-03-01 00:00:00
ug04,192_168_1_200,185888,649,2013-04-01 00:00:00
ug04,192_168_1_200,644119,1338,2013-08-01 00:00:00
ug04,192_168_1_200,263287,599,2013-09-01 00:00:00
ug04,192_168_1_201,6,0,2012-01-01 00:00:00
ug04,192_168_1_201,86,0,2012-02-01 00:00:00
ug04,192_168_1_201,16199,1,2012-11-01 00:00:00
ug04,192_168_1_201,47168,3,2012-12-01 00:00:00
ug04,192_168_1_201,51887,0,2013-01-01 00:00:00
ug04,192_168_1_201,96982,0,2013-02-01 00:00:00
ug04,192_168_1_201,210944,0,2013-03-01 00:00:00
ug04,192_168_1_201,46256,0,2013-04-01 00:00:00
ug04,192_168_1_201,192219,0,2013-08-01 00:00:00
ug04,192_168_1_201,54039,1,2013-09-01 00:00:00
ug04,192_168_1_202,8697,0,2012-01-01 00:00:00
ug04,192_168_1_202,37077,0,2012-02-01 00:00:00
ug04,192_168_1_202,2820,0,2012-03-01 00:00:00
ug04,192_168_1_202,2,0,2013-02-01 00:00:00
ug04,192_168_1_202,34895,0,2013-08-01 00:00:00
ug04,192_168_1_202,45729,0,2013-09-01 00:00:00
ug04,192_168_1_203,39771,0,2012-01-01 00:00:00
ug04,192_168_1_203,37903,0,2012-02-01 00:00:00
ug04,192_168_1_203,10186,0,2012-03-01 00:00:00
ug04,192_168_1_203,119366,0,2012-04-01 00:00:00
ug04,192_168_1_203,35177,3,2012-11-01 00:00:00
ug04,192_168_1_203,31104,2,2013-01-01 00:00:00
ug04,192_168_1_203,208219,1,2013-02-01 00:00:00
ug04,192_168_1_203,194143,0,2013-03-01 00:00:00
ug04,192_168_1_203,44072,0,2013-04-01 00:00:00
ug04,192_168_1_203,331219,1,2013-08-01 00:00:00
ug04,192_168_1_203,74504,0,2013-09-01 00:00:00
ug04,192_168_1_204,151127,0,2012-01-01 00:00:00
ug04,192_168_1_204,200262,1,2012-02-01 00:00:00
ug04,192_168_1_204,49976,0,2012-03-01 00:00:00
ug04,192_168_1_204,374781,4,2012-04-01 00:00:00
ug04,192_168_1_204,211825,0,2012-05-01 00:00:00
ug04,192_168_1_204,224134,10,2012-11-01 00:00:00
ug04,192_168_1_204,427433,14,2012-12-01 00:00:00
ug04,192_168_1_204,463992,2,2013-01-01 00:00:00
ug04,192_168_1_204,339782,1,2013-02-01 00:00:00
ug04,192_168_1_204,421055,0,2013-03-01 00:00:00
ug04,192_168_1_204,111424,0,2013-04-01 00:00:00
ug04,192_168_1_204,381106,1,2013-08-01 00:00:00
ug04,192_168_1_204,151468,0,2013-09-01 00:00:00
ug04,192_168_1_205,48924,0,2012-01-01 00:00:00
ug04,192_168_1_205,6184,0,2012-02-01 00:00:00
ug04,192_168_1_205,34354,0,2012-03-01 00:00:00
ug04,192_168_1_205,133822,0,2012-04-01 00:00:00
ug04,192_168_1_205,92048,0,2012-05-01 00:00:00
ug04,192_168_1_205,104556,4,2012-11-01 00:00:00
ug04,192_168_1_205,224310,6,2012-12-01 00:00:00
ug04,192_168_1_205,204212,1,2013-01-01 00:00:00
ug04,192_168_1_205,194752,0,2013-02-01 00:00:00
ug04,192_168_1_205,252956,0,2013-03-01 00:00:00
ug04,192_168_1_205,68564,0,2013-04-01 00:00:00
ug04,192_168_1_205,310333,1,2013-08-01 00:00:00
ug04,192_168_1_205,155910,1,2013-09-01 00:00:00
ug04,192_168_1_206,518,0,2012-01-01 00:00:00
ug04,192_168_1_206,18319,0,2012-03-01 00:00:00
ug04,192_168_1_206,156897,0,2012-04-01 00:00:00
ug04,192_168_1_206,96906,0,2012-05-01 00:00:00
ug04,192_168_1_206,94527,3,2012-11-01 00:00:00
ug04,192_168_1_206,262626,8,2012-12-01 00:00:00
ug04,192_168_1_206,227212,4,2013-01-01 00:00:00
ug04,192_168_1_206,170060,0,2013-02-01 00:00:00
ug04,192_168_1_206,190948,0,2013-03-01 00:00:00
ug04,192_168_1_206,46800,0,2013-04-01 00:00:00
ug04,192_168_1_206,225468,0,2013-08-01 00:00:00
ug04,192_168_1_206,168784,1,2013-09-01 00:00:00
ug04,192_168_1_207,47642,0,2012-01-01 00:00:00
ug04,192_168_1_207,67918,0,2012-02-01 00:00:00
ug04,192_168_1_207,20396,0,2012-03-01 00:00:00
ug04,192_168_1_207,163958,0,2012-04-01 00:00:00
ug04,192_168_1_207,80751,0,2012-05-01 00:00:00
ug04,192_168_1_207,145539,3,2012-11-01 00:00:00
ug04,192_168_1_207,368417,10,2012-12-01 00:00:00
ug04,192_168_1_207,226067,2,2013-01-01 00:00:00
ug04,192_168_1_207,228398,1,2013-02-01 00:00:00
ug04,192_168_1_207,289925,0,2013-03-01 00:00:00
ug04,192_168_1_207,75981,0,2013-04-01 00:00:00
ug04,192_168_1_207,389639,0,2013-08-01 00:00:00
ug04,192_168_1_207,152608,0,2013-09-01 00:00:00
ug04,192_168_1_208,210,0,2012-05-01 00:00:00
ug04,192_168_1_208,11,0,2012-11-01 00:00:00
ug04,192_168_1_208,43228,1,2012-12-01 00:00:00
ug04,192_168_1_208,332018,1,2013-01-01 00:00:00
ug04,192_168_1_208,349413,2,2013-02-01 00:00:00
ug04,192_168_1_208,443971,4,2013-03-01 00:00:00
ug04,192_168_1_208,127075,0,2013-04-01 00:00:00
ug04,192_168_1_208,372069,3,2013-08-01 00:00:00
ug04,192_168_1_208,127870,46,2013-09-01 00:00:00
ug04,192_168_1_209,6207,0,2012-01-01 00:00:00
ug04,192_168_1_209,24738,0,2012-05-01 00:00:00
ug04,192_168_1_209,131937,6,2012-11-01 00:00:00
ug04,192_168_1_209,258573,12,2012-12-01 00:00:00
ug04,192_168_1_209,203616,3,2013-01-01 00:00:00
ug04,192_168_1_209,69627,1,2013-02-01 00:00:00
ug04,192_168_1_209,252650,1,2013-03-01 00:00:00
ug04,192_168_1_209,81856,0,2013-04-01 00:00:00
ug04,192_168_1_209,254730,3,2013-08-01 00:00:00
ug04,192_168_1_209,86469,0,2013-09-01 00:00:00
ug04,192_168_1_210,3056,0,2012-01-01 00:00:00
ug04,192_168_1_210,1184,0,2012-03-01 00:00:00
ug05,192_168_1_200,12,0,2013-08-01 00:00:00
ug05,192_168_1_202,149686,0,2012-01-01 00:00:00
ug05,192_168_1_202,105464,0,2012-02-01 00:00:00
ug05,192_168_1_202,33902,0,2012-04-01 00:00:00
ug05,192_168_1_202,156311,0,2012-05-01 00:00:00
ug05,192_168_1_202,151493,1,2012-06-01 00:00:00
ug05,192_168_1_202,50835,0,2012-07-01 00:00:00
ug05,192_168_1_202,67529,0,2013-06-01 00:00:00
ug05,192_168_1_202,168489,0,2013-07-01 00:00:00
ug05,192_168_1_202,285808,0,2013-08-01 00:00:00
ug05,192_168_1_203,59953,0,2013-06-01 00:00:00
ug05,192_168_1_203,54658,0,2013-07-01 00:00:00
ug05,192_168_1_203,44523,0,2013-08-01 00:00:00
ug05,192_168_1_203,10,0,2013-09-01 00:00:00
ug05,192_168_1_204,226274,0,2012-01-01 00:00:00
ug05,192_168_1_204,196210,0,2012-02-01 00:00:00
ug05,192_168_1_204,131539,0,2012-03-01 00:00:00
ug05,192_168_1_204,46739,1,2012-04-01 00:00:00
ug05,192_168_1_204,13,0,2013-08-01 00:00:00
ug05,192_168_1_205,142766,0,2012-01-01 00:00:00
ug05,192_168_1_205,163579,0,2012-02-01 00:00:00
ug05,192_168_1_205,185339,0,2012-03-01 00:00:00
ug05,192_168_1_205,154314,0,2012-04-01 00:00:00
ug05,192_168_1_205,194106,0,2012-05-01 00:00:00
ug05,192_168_1_205,101956,1,2012-06-01 00:00:00
ug05,192_168_1_205,20666,0,2013-06-01 00:00:00
ug05,192_168_1_205,142213,0,2013-07-01 00:00:00
ug05,192_168_1_205,135541,1,2013-08-01 00:00:00
ug05,192_168_1_205,2607,0,2013-09-01 00:00:00
ug05,192_168_1_206,71046,0,2012-05-01 00:00:00
ug05,192_168_1_206,304479,5,2012-06-01 00:00:00
ug05,192_168_1_206,96287,1,2012-07-01 00:00:00
ug05,192_168_1_206,33583,0,2013-06-01 00:00:00
ug05,192_168_1_206,101407,0,2013-07-01 00:00:00
ug05,192_168_1_206,141482,0,2013-08-01 00:00:00
ug05,192_168_1_206,14,0,2034-06-01 00:00:00
ug05,192_168_1_208,14,0,2013-08-01 00:00:00
ug05,192_168_1_209,13,0,2013-08-01 00:00:00
ug06,192_168_1_200,102,1,2011-04-01 00:00:00
ug06,192_168_1_200,658882,2,2011-12-01 00:00:00
ug06,192_168_1_200,770822,0,2012-01-01 00:00:00
ug06,192_168_1_200,677765,1,2012-02-01 00:00:00
ug06,192_168_1_200,742159,46,2012-03-01 00:00:00
ug06,192_168_1_200,727437,0,2012-04-01 00:00:00
ug06,192_168_1_200,621786,17,2012-05-01 00:00:00
ug06,192_168_1_200,55190,0,2012-07-01 00:00:00
ug06,192_168_1_200,65084,23,2012-08-01 00:00:00
ug06,192_168_1_200,610664,150,2012-09-01 00:00:00
ug06,192_168_1_200,474080,1094,2012-10-01 00:00:00
ug06,192_168_1_200,518517,1132,2012-11-01 00:00:00
ug06,192_168_1_200,507840,736,2012-12-01 00:00:00
ug06,192_168_1_200,666903,1344,2013-01-01 00:00:00
ug06,192_168_1_200,243168,250,2013-02-01 00:00:00
ug06,192_168_1_200,764939,1091,2013-03-01 00:00:00
ug06,192_168_1_200,745123,1260,2013-04-01 00:00:00
ug06,192_168_1_200,586678,1993,2013-05-01 00:00:00
ug06,192_168_1_200,586769,4236,2013-06-01 00:00:00
ug06,192_168_1_200,729009,1480,2013-07-01 00:00:00
ug06,192_168_1_200,543808,1664,2013-08-01 00:00:00
ug06,192_168_1_200,178291,287,2013-09-01 00:00:00
ug06,192_168_1_201,731,0,2011-12-01 00:00:00
ug06,192_168_1_201,238794,7,2012-11-01 00:00:00
ug06,192_168_1_201,496873,1,2012-12-01 00:00:00
ug06,192_168_1_201,63768,0,2013-01-01 00:00:00
ug06,192_168_1_201,17609,0,2013-02-01 00:00:00
ug06,192_168_1_201,126049,3,2013-03-01 00:00:00
ug06,192_168_1_201,107808,0,2013-04-01 00:00:00
ug06,192_168_1_201,100712,1,2013-05-01 00:00:00
ug06,192_168_1_201,135956,1,2013-06-01 00:00:00
ug06,192_168_1_201,39189,95,2013-07-01 00:00:00
ug06,192_168_1_201,47384,1,2013-08-01 00:00:00
ug06,192_168_1_202,92,0,2011-12-01 00:00:00
ug06,192_168_1_203,65,0,2011-12-01 00:00:00
ug06,192_168_1_203,9532,0,2012-10-01 00:00:00
ug06,192_168_1_203,209257,108,2012-11-01 00:00:00
ug06,192_168_1_203,357969,0,2012-12-01 00:00:00
ug06,192_168_1_203,422368,0,2013-01-01 00:00:00
ug06,192_168_1_203,181105,1,2013-02-01 00:00:00
ug06,192_168_1_203,510782,0,2013-03-01 00:00:00
ug06,192_168_1_203,575639,0,2013-04-01 00:00:00
ug06,192_168_1_203,370070,78,2013-05-01 00:00:00
ug06,192_168_1_203,275456,3880,2013-06-01 00:00:00
ug06,192_168_1_203,317646,0,2013-07-01 00:00:00
ug06,192_168_1_203,86738,0,2013-08-01 00:00:00
ug06,192_168_1_203,3251,0,2013-09-01 00:00:00
ug06,192_168_1_204,140,0,2011-12-01 00:00:00
ug06,192_168_1_204,10375,0,2012-08-01 00:00:00
ug06,192_168_1_204,137924,0,2012-09-01 00:00:00
ug06,192_168_1_204,100932,0,2012-10-01 00:00:00
ug06,192_168_1_204,91725,102,2012-11-01 00:00:00
ug06,192_168_1_204,96552,0,2012-12-01 00:00:00
ug06,192_168_1_204,237160,0,2013-01-01 00:00:00
ug06,192_168_1_204,107270,0,2013-02-01 00:00:00
ug06,192_168_1_204,339704,0,2013-03-01 00:00:00
ug06,192_168_1_204,325516,0,2013-04-01 00:00:00
ug06,192_168_1_204,208660,483,2013-05-01 00:00:00
ug06,192_168_1_204,193401,2,2013-06-01 00:00:00
ug06,192_168_1_204,238274,0,2013-07-01 00:00:00
ug06,192_168_1_204,231777,219,2013-08-01 00:00:00
ug06,192_168_1_204,74467,0,2013-09-01 00:00:00
ug06,192_168_1_205,765,0,2011-12-01 00:00:00
ug06,192_168_1_205,12526,0,2012-08-01 00:00:00
ug06,192_168_1_205,117096,0,2012-09-01 00:00:00
ug06,192_168_1_205,69370,0,2012-10-01 00:00:00
ug06,192_168_1_205,119006,12,2012-11-01 00:00:00
ug06,192_168_1_205,115399,0,2012-12-01 00:00:00
ug06,192_168_1_205,112698,0,2013-01-01 00:00:00
ug06,192_168_1_205,34469,0,2013-02-01 00:00:00
ug06,192_168_1_205,15786,0,2013-03-01 00:00:00
ug06,192_168_1_205,141,0,2013-05-01 00:00:00
ug06,192_168_1_205,426663,0,2013-06-01 00:00:00
ug06,192_168_1_205,166978,30,2013-07-01 00:00:00
ug06,192_168_1_205,131399,244,2013-08-01 00:00:00
ug06,192_168_1_205,45481,0,2013-09-01 00:00:00
ug06,192_168_1_206,219,0,2011-12-01 00:00:00
ug06,192_168_1_206,29479,0,2012-03-01 00:00:00
ug06,192_168_1_206,348247,0,2012-04-01 00:00:00
ug06,192_168_1_206,372641,0,2012-05-01 00:00:00
ug06,192_168_1_206,38486,0,2012-07-01 00:00:00
ug06,192_168_1_206,53850,0,2012-08-01 00:00:00
ug06,192_168_1_206,392110,1,2012-09-01 00:00:00
ug06,192_168_1_206,295499,0,2012-10-01 00:00:00
ug06,192_168_1_206,293535,107,2012-11-01 00:00:00
ug06,192_168_1_206,305913,2,2012-12-01 00:00:00
ug06,192_168_1_206,369172,1,2013-01-01 00:00:00
ug06,192_168_1_206,147525,0,2013-02-01 00:00:00
ug06,192_168_1_206,384829,337,2013-03-01 00:00:00
ug06,192_168_1_206,383695,1,2013-04-01 00:00:00
ug06,192_168_1_206,298741,449,2013-05-01 00:00:00
ug06,192_168_1_206,281384,20,2013-06-01 00:00:00
ug06,192_168_1_206,352860,256,2013-07-01 00:00:00
ug06,192_168_1_206,274769,215,2013-08-01 00:00:00
ug06,192_168_1_206,141038,0,2013-09-01 00:00:00
ug06,192_168_1_207,281676,0,2011-12-01 00:00:00
ug06,192_168_1_207,310776,0,2012-01-01 00:00:00
ug06,192_168_1_207,464486,0,2012-02-01 00:00:00
ug06,192_168_1_207,426259,1,2012-03-01 00:00:00
ug06,192_168_1_207,18553,0,2012-08-01 00:00:00
ug06,192_168_1_207,103914,0,2012-09-01 00:00:00
ug06,192_168_1_207,103119,0,2012-10-01 00:00:00
ug06,192_168_1_207,104900,0,2012-11-01 00:00:00
ug06,192_168_1_207,102817,0,2012-12-01 00:00:00
ug06,192_168_1_207,159613,0,2013-01-01 00:00:00
ug06,192_168_1_207,56228,0,2013-02-01 00:00:00
ug06,192_168_1_207,59695,0,2013-03-01 00:00:00
ug06,192_168_1_207,190371,0,2013-04-01 00:00:00
ug06,192_168_1_207,211999,0,2013-05-01 00:00:00
ug06,192_168_1_207,210152,440,2013-06-01 00:00:00
ug06,192_168_1_207,245987,0,2013-07-01 00:00:00
ug06,192_168_1_207,195281,244,2013-08-01 00:00:00
ug06,192_168_1_207,69157,0,2013-09-01 00:00:00
ug06,192_168_1_208,702,0,2011-12-01 00:00:00
ug06,192_168_1_208,2265,0,2012-07-01 00:00:00
ug06,192_168_1_208,2805,0,2012-08-01 00:00:00
ug06,192_168_1_208,55447,0,2012-10-01 00:00:00
ug06,192_168_1_208,98221,0,2012-11-01 00:00:00
ug06,192_168_1_208,94555,0,2012-12-01 00:00:00
ug06,192_168_1_208,110567,0,2013-01-01 00:00:00
ug06,192_168_1_208,38141,0,2013-02-01 00:00:00
ug06,192_168_1_208,133665,0,2013-03-01 00:00:00
ug06,192_168_1_208,123903,0,2013-04-01 00:00:00
ug06,192_168_1_208,123683,0,2013-05-01 00:00:00
ug06,192_168_1_208,166531,3346,2013-06-01 00:00:00
ug06,192_168_1_208,181267,0,2013-07-01 00:00:00
ug06,192_168_1_208,170339,0,2013-08-01 00:00:00
ug06,192_168_1_208,48498,0,2013-09-01 00:00:00
ug06,192_168_1_209,118,0,2011-12-01 00:00:00
ug06,192_168_1_209,15787,0,2012-07-01 00:00:00
ug06,192_168_1_209,34640,0,2012-08-01 00:00:00
ug06,192_168_1_209,195014,0,2012-09-01 00:00:00
ug06,192_168_1_209,282603,0,2012-10-01 00:00:00
ug06,192_168_1_209,168313,0,2012-11-01 00:00:00
ug06,192_168_1_209,134999,0,2012-12-01 00:00:00
ug06,192_168_1_209,193256,0,2013-01-01 00:00:00
ug06,192_168_1_209,75063,0,2013-02-01 00:00:00
ug06,192_168_1_209,107848,9,2013-03-01 00:00:00
ug06,192_168_1_209,564,30,2013-04-01 00:00:00
ug06,192_168_1_209,571,24,2013-05-01 00:00:00
ug06,192_168_1_209,58188,230,2013-06-01 00:00:00
ug06,192_168_1_209,45876,0,2013-07-01 00:00:00
ug06,192_168_1_209,185826,3,2013-08-01 00:00:00
ug06,192_168_1_209,45156,0,2013-09-01 00:00:00
ug06,192_168_1_210,741,0,2011-12-01 00:00:00
ug06,192_168_1_210,33036,0,2012-07-01 00:00:00
ug06,192_168_1_210,27786,0,2012-08-01 00:00:00
