site_id,ip_addr,readings,outliers,time_stamp
ug06,192_168_1_210,235348,0,2012-09-01 00:00:00
ug06,192_168_1_210,132745,6,2012-10-01 00:00:00
ug06,192_168_1_210,26,0,2012-11-01 00:00:00
ug06,192_168_1_210,207598,0,2012-12-01 00:00:00
ug06,192_168_1_210,234585,1,2013-01-01 00:00:00
ug06,192_168_1_210,91372,0,2013-02-01 00:00:00
ug06,192_168_1_210,267185,0,2013-03-01 00:00:00
ug06,192_168_1_210,252670,0,2013-04-01 00:00:00
ug06,192_168_1_210,181502,0,2013-05-01 00:00:00
ug06,192_168_1_210,163288,689,2013-06-01 00:00:00
ug06,192_168_1_210,199217,0,2013-07-01 00:00:00
ug06,192_168_1_210,106781,0,2013-08-01 00:00:00
ug06,192_168_1_211,255640,0,2011-12-01 00:00:00
ug06,192_168_1_211,242979,1,2012-01-01 00:00:00
ug06,192_168_1_211,152137,5,2012-02-01 00:00:00
ug06,192_168_1_211,57320,3,2012-03-01 00:00:00
ug06,192_168_1_211,60835,4,2012-04-01 00:00:00
ug06,192_168_1_211,3,0,2012-05-01 00:00:00
ug06,192_168_1_211,20961,0,2012-07-01 00:00:00
ug06,192_168_1_211,25453,0,2012-08-01 00:00:00
ug06,192_168_1_211,244909,0,2012-09-01 00:00:00
ug06,192_168_1_211,130228,0,2012-10-01 00:00:00
ug06,192_168_1_211,95284,1,2012-11-01 00:00:00
ug06,192_168_1_211,149018,0,2012-12-01 00:00:00
ug06,192_168_1_211,198676,0,2013-01-01 00:00:00
ug06,192_168_1_211,68272,1,2013-02-01 00:00:00
ug06,192_168_1_211,157191,135,2013-03-01 00:00:00
ug06,192_168_1_211,118309,0,2013-04-01 00:00:00
ug06,192_168_1_211,171855,0,2013-05-01 00:00:00
ug06,192_168_1_211,145081,714,2013-06-01 00:00:00
ug06,192_168_1_211,17775,1,2013-07-01 00:00:00
ug06,192_168_1_212,148408,0,2011-12-01 00:00:00
ug06,192_168_1_212,134285,0,2012-01-01 00:00:00
ug06,192_168_1_212,102518,1,2012-02-01 00:00:00
ug06,192_168_1_212,37618,0,2012-03-01 00:00:00
ug06,192_168_1_212,89633,0,2012-04-01 00:00:00
ug06,192_168_1_212,126467,0,2012-05-01 00:00:00
ug06,192_168_1_212,7543,0,2012-07-01 00:00:00
ug06,192_168_1_212,16467,0,2012-08-01 00:00:00
ug06,192_168_1_212,109370,0,2012-09-01 00:00:00
ug06,192_168_1_212,83714,0,2012-10-01 00:00:00
ug06,192_168_1_212,73130,0,2012-11-01 00:00:00
ug06,192_168_1_212,70032,0,2012-12-01 00:00:00
ug06,192_168_1_212,155557,0,2013-01-01 00:00:00
ug06,192_168_1_212,50318,0,2013-02-01 00:00:00
ug06,192_168_1_212,218667,0,2013-03-01 00:00:00
ug06,192_168_1_212,156794,0,2013-04-01 00:00:00
ug06,192_168_1_212,101137,0,2013-05-01 00:00:00
ug06,192_168_1_213,57398,0,2011-12-01 00:00:00
ug06,192_168_1_213,36350,0,2012-01-01 00:00:00
ug06,192_168_1_213,47985,0,2012-02-01 00:00:00
ug06,192_168_1_213,30362,0,2012-03-01 00:00:00
ug06,192_168_1_213,54322,0,2012-04-01 00:00:00
ug06,192_168_1_213,49456,0,2012-05-01 00:00:00
ug06,192_168_1_213,14531,0,2012-08-01 00:00:00
ug06,192_168_1_213,12328,0,2012-09-01 00:00:00
ug06,192_168_1_213,31356,0,2012-10-01 00:00:00
ug06,192_168_1_213,15412,0,2012-11-01 00:00:00
ug06,192_168_1_213,59757,0,2012-12-01 00:00:00
ug06,192_168_1_213,43985,0,2013-01-01 00:00:00
ug06,192_168_1_213,21844,0,2013-02-01 00:00:00
ug06,192_168_1_213,75506,0,2013-03-01 00:00:00
ug06,192_168_1_213,48090,1,2013-04-01 00:00:00
ug06,192_168_1_213,22,0,2013-05-01 00:00:00
ug06,192_168_1_213,5221,0,2013-06-01 00:00:00
ug06,192_168_1_213,66346,0,2013-07-01 00:00:00
ug06,192_168_1_213,83703,0,2013-08-01 00:00:00
ug06,192_168_1_213,20292,0,2013-09-01 00:00:00
ug07,192_168_1_200,655939,0,2011-12-01 00:00:00
ug07,192_168_1_200,559063,0,2012-01-01 00:00:00
ug07,192_168_1_200,382134,0,2012-06-01 00:00:00
ug07,192_168_1_200,657615,0,2012-07-01 00:00:00
ug07,192_168_1_200,510679,6,2012-09-01 00:00:00
ug07,192_168_1_200,745436,15,2012-10-01 00:00:00
ug07,192_168_1_200,271468,33,2012-11-01 00:00:00
ug07,192_168_1_200,13479,12,2012-12-01 00:00:00
ug07,192_168_1_200,727456,0,2013-01-01 00:00:00
ug07,192_168_1_200,695878,0,2013-02-01 00:00:00
ug07,192_168_1_200,768545,0,2013-03-01 00:00:00
ug07,192_168_1_200,720421,0,2013-04-01 00:00:00
ug07,192_168_1_200,320571,13,2013-05-01 00:00:00
ug07,192_168_1_200,707755,55,2013-07-01 00:00:00
ug07,192_168_1_200,770384,155,2013-08-01 00:00:00
ug07,192_168_1_200,264362,71,2013-09-01 00:00:00
ug07,192_168_1_201,170345,0,2011-12-01 00:00:00
ug07,192_168_1_201,407514,0,2012-01-01 00:00:00
ug07,192_168_1_201,93177,0,2012-02-01 00:00:00
ug07,192_168_1_201,80473,0,2012-06-01 00:00:00
ug07,192_168_1_201,81795,0,2012-07-01 00:00:00
ug07,192_168_1_201,62877,17,2012-11-01 00:00:00
ug07,192_168_1_201,2068,1,2012-12-01 00:00:00
ug07,192_168_1_201,339187,0,2013-01-01 00:00:00
ug07,192_168_1_201,382334,0,2013-02-01 00:00:00
ug07,192_168_1_201,365755,0,2013-03-01 00:00:00
ug07,192_168_1_201,284570,0,2013-04-01 00:00:00
ug07,192_168_1_201,118611,0,2013-05-01 00:00:00
ug07,192_168_1_201,246488,0,2013-07-01 00:00:00
ug07,192_168_1_201,316826,0,2013-08-01 00:00:00
ug07,192_168_1_201,128247,0,2013-09-01 00:00:00
ug07,192_168_1_202,7821,0,2011-12-01 00:00:00
ug07,192_168_1_202,15,0,2012-06-01 00:00:00
ug07,192_168_1_203,80510,0,2011-12-01 00:00:00
ug07,192_168_1_203,117655,1,2012-01-01 00:00:00
ug07,192_168_1_203,18750,0,2012-02-01 00:00:00
ug07,192_168_1_203,6761,0,2012-06-01 00:00:00
ug07,192_168_1_203,65480,1,2012-07-01 00:00:00
ug07,192_168_1_203,27174,0,2012-09-01 00:00:00
ug07,192_168_1_203,12,0,2012-10-01 00:00:00
ug07,192_168_1_203,2,0,2012-11-01 00:00:00
ug07,192_168_1_203,107145,0,2013-01-01 00:00:00
ug07,192_168_1_203,101348,0,2013-02-01 00:00:00
ug07,192_168_1_203,128484,0,2013-03-01 00:00:00
ug07,192_168_1_203,128024,0,2013-04-01 00:00:00
ug07,192_168_1_203,70041,0,2013-05-01 00:00:00
ug07,192_168_1_203,146908,0,2013-07-01 00:00:00
ug07,192_168_1_203,135959,0,2013-08-01 00:00:00
ug07,192_168_1_203,49585,0,2013-09-01 00:00:00
ug07,192_168_1_204,65971,0,2011-12-01 00:00:00
ug07,192_168_1_204,15,0,2012-06-01 00:00:00
ug07,192_168_1_204,136813,2,2013-05-01 00:00:00
ug07,192_168_1_204,573041,8,2013-07-01 00:00:00
ug07,192_168_1_204,667165,7,2013-08-01 00:00:00
ug07,192_168_1_204,240908,1,2013-09-01 00:00:00
ug07,192_168_1_205,212208,1,2011-12-01 00:00:00
ug07,192_168_1_205,336103,1,2012-01-01 00:00:00
ug07,192_168_1_205,82576,0,2012-02-01 00:00:00
ug07,192_168_1_205,146439,0,2012-06-01 00:00:00
ug07,192_168_1_205,242339,2,2012-07-01 00:00:00
ug07,192_168_1_205,274026,4,2012-09-01 00:00:00
ug07,192_168_1_205,449880,3,2012-10-01 00:00:00
ug07,192_168_1_205,159952,16,2012-11-01 00:00:00
ug07,192_168_1_205,396301,0,2013-01-01 00:00:00
ug07,192_168_1_205,332882,3,2013-02-01 00:00:00
ug07,192_168_1_205,305124,2,2013-03-01 00:00:00
ug07,192_168_1_205,287762,1,2013-04-01 00:00:00
ug07,192_168_1_205,89811,3,2013-05-01 00:00:00
ug07,192_168_1_205,305236,2,2013-07-01 00:00:00
ug07,192_168_1_205,339150,3,2013-08-01 00:00:00
ug07,192_168_1_205,131725,1,2013-09-01 00:00:00
ug07,192_168_1_206,30,0,2011-12-01 00:00:00
ug08,192_168_1_200,602554,3,2011-12-01 00:00:00
ug08,192_168_1_200,764482,384,2012-01-01 00:00:00
ug08,192_168_1_200,715821,697,2012-02-01 00:00:00
ug08,192_168_1_200,757858,433,2012-03-01 00:00:00
ug08,192_168_1_200,742344,428,2012-04-01 00:00:00
ug08,192_168_1_200,771020,235,2012-05-01 00:00:00
ug08,192_168_1_200,744310,217,2012-06-01 00:00:00
ug08,192_168_1_200,766874,252,2012-07-01 00:00:00
ug08,192_168_1_200,757018,111,2012-08-01 00:00:00
ug08,192_168_1_200,737088,153,2012-09-01 00:00:00
ug08,192_168_1_200,762585,451,2012-10-01 00:00:00
ug08,192_168_1_200,734135,246,2012-11-01 00:00:00
ug08,192_168_1_200,754142,56,2012-12-01 00:00:00
ug08,192_168_1_200,750731,716,2013-01-01 00:00:00
ug08,192_168_1_200,661420,3050,2013-02-01 00:00:00
ug08,192_168_1_200,701381,328,2013-03-01 00:00:00
ug08,192_168_1_200,725219,145,2013-04-01 00:00:00
ug08,192_168_1_200,770244,44,2013-05-01 00:00:00
ug08,192_168_1_200,717818,2101,2013-06-01 00:00:00
ug08,192_168_1_200,356302,28,2013-07-01 00:00:00
ug08,192_168_1_200,453343,761,2013-08-01 00:00:00
ug08,192_168_1_200,261412,125,2013-09-01 00:00:00
ug08,192_168_1_201,93286,2,2011-12-01 00:00:00
ug08,192_168_1_201,75620,3,2012-01-01 00:00:00
ug08,192_168_1_201,29922,0,2012-02-01 00:00:00
ug08,192_168_1_201,8911,0,2012-03-01 00:00:00
ug08,192_168_1_201,9774,1,2012-04-01 00:00:00
ug08,192_168_1_201,12484,0,2012-05-01 00:00:00
ug08,192_168_1_201,52924,0,2012-06-01 00:00:00
ug08,192_168_1_201,82715,0,2012-07-01 00:00:00
ug08,192_168_1_201,90996,0,2012-08-01 00:00:00
ug08,192_168_1_201,112905,0,2012-09-01 00:00:00
ug08,192_168_1_201,163763,0,2012-10-01 00:00:00
ug08,192_168_1_201,192666,1,2012-11-01 00:00:00
ug08,192_168_1_201,166381,0,2012-12-01 00:00:00
ug08,192_168_1_201,178240,0,2013-01-01 00:00:00
ug08,192_168_1_201,180435,66,2013-02-01 00:00:00
ug08,192_168_1_201,228777,0,2013-03-01 00:00:00
ug08,192_168_1_201,217676,0,2013-04-01 00:00:00
ug08,192_168_1_201,251047,1,2013-05-01 00:00:00
ug08,192_168_1_201,258889,92,2013-06-01 00:00:00
ug08,192_168_1_201,166457,1,2013-07-01 00:00:00
ug08,192_168_1_201,123208,1,2013-08-01 00:00:00
ug08,192_168_1_201,84912,1,2013-09-01 00:00:00
ug08,192_168_1_202,58787,1,2011-12-01 00:00:00
ug08,192_168_1_202,155958,293,2012-01-01 00:00:00
ug08,192_168_1_202,5138,0,2012-05-01 00:00:00
ug08,192_168_1_202,533861,127,2012-06-01 00:00:00
ug08,192_168_1_202,548339,0,2012-07-01 00:00:00
ug08,192_168_1_202,264770,0,2012-08-01 00:00:00
ug08,192_168_1_202,360566,0,2012-09-01 00:00:00
ug08,192_168_1_202,408182,0,2012-10-01 00:00:00
ug08,192_168_1_202,297096,0,2012-11-01 00:00:00
ug08,192_168_1_202,97554,0,2012-12-01 00:00:00
ug08,192_168_1_202,228233,670,2013-01-01 00:00:00
ug08,192_168_1_202,375406,1601,2013-02-01 00:00:00
ug08,192_168_1_202,329991,203,2013-03-01 00:00:00
ug08,192_168_1_202,312347,13,2013-04-01 00:00:00
ug08,192_168_1_202,304613,0,2013-05-01 00:00:00
ug08,192_168_1_202,425591,1306,2013-06-01 00:00:00
ug08,192_168_1_202,197172,0,2013-07-01 00:00:00
ug08,192_168_1_202,184966,1,2013-08-01 00:00:00
ug08,192_168_1_202,110753,0,2013-09-01 00:00:00
ug08,192_168_1_203,349537,0,2011-12-01 00:00:00
ug08,192_168_1_203,611351,154,2012-01-01 00:00:00
ug08,192_168_1_203,588188,0,2012-02-01 00:00:00
ug08,192_168_1_203,591341,0,2012-03-01 00:00:00
ug08,192_168_1_203,414828,1,2012-04-01 00:00:00
ug08,192_168_1_203,512577,0,2012-05-01 00:00:00
ug08,192_168_1_203,630800,0,2012-06-01 00:00:00
ug08,192_168_1_203,661361,0,2012-07-01 00:00:00
ug08,192_168_1_203,634805,0,2012-08-01 00:00:00
ug08,192_168_1_203,558792,0,2012-09-01 00:00:00
ug08,192_168_1_203,252803,1,2012-10-01 00:00:00
ug08,192_168_1_203,564236,0,2012-11-01 00:00:00
ug08,192_168_1_203,575256,0,2012-12-01 00:00:00
ug08,192_168_1_203,252082,0,2013-01-01 00:00:00
ug08,192_168_1_203,304201,2326,2013-02-01 00:00:00
ug08,192_168_1_203,607042,0,2013-03-01 00:00:00
ug08,192_168_1_203,679236,94,2013-04-01 00:00:00
ug08,192_168_1_203,710454,0,2013-05-01 00:00:00
ug08,192_168_1_203,658175,1522,2013-06-01 00:00:00
ug08,192_168_1_203,259366,1,2013-07-01 00:00:00
ug08,192_168_1_203,436152,366,2013-08-01 00:00:00
ug08,192_168_1_203,220854,0,2013-09-01 00:00:00
ug08,192_168_1_204,70649,0,2011-12-01 00:00:00
ug08,192_168_1_204,112428,1,2012-01-01 00:00:00
ug08,192_168_1_204,90920,1,2012-02-01 00:00:00
ug08,192_168_1_204,109510,1,2012-03-01 00:00:00
ug08,192_168_1_204,115417,0,2012-04-01 00:00:00
ug08,192_168_1_204,110559,0,2012-05-01 00:00:00
ug08,192_168_1_204,179861,0,2012-06-01 00:00:00
ug08,192_168_1_204,276873,0,2012-07-01 00:00:00
ug08,192_168_1_204,234496,0,2012-08-01 00:00:00
ug08,192_168_1_204,221899,1,2012-09-01 00:00:00
ug08,192_168_1_204,198819,0,2012-10-01 00:00:00
ug08,192_168_1_204,201850,0,2012-11-01 00:00:00
ug08,192_168_1_204,177335,1,2012-12-01 00:00:00
ug08,192_168_1_204,243051,54,2013-01-01 00:00:00
ug08,192_168_1_204,107151,0,2013-02-01 00:00:00
ug08,192_168_1_204,190067,0,2013-03-01 00:00:00
ug08,192_168_1_204,124544,0,2013-04-01 00:00:00
ug08,192_168_1_204,113035,0,2013-05-01 00:00:00
ug08,192_168_1_204,99053,0,2013-06-01 00:00:00
ug08,192_168_1_204,54110,0,2013-07-01 00:00:00
ug08,192_168_1_204,74532,0,2013-08-01 00:00:00
ug08,192_168_1_204,40730,0,2013-09-01 00:00:00
ug08,192_168_1_205,209767,2,2011-12-01 00:00:00
ug08,192_168_1_205,333952,0,2012-01-01 00:00:00
ug08,192_168_1_205,209031,0,2012-02-01 00:00:00
ug08,192_168_1_205,204403,0,2012-03-01 00:00:00
ug08,192_168_1_205,230256,1,2012-04-01 00:00:00
ug08,192_168_1_205,227492,0,2012-05-01 00:00:00
ug08,192_168_1_205,186757,0,2012-06-01 00:00:00
ug08,192_168_1_205,230063,0,2012-07-01 00:00:00
ug08,192_168_1_205,248395,0,2012-08-01 00:00:00
ug08,192_168_1_205,220781,0,2012-09-01 00:00:00
ug08,192_168_1_205,302643,0,2012-10-01 00:00:00
ug08,192_168_1_205,225204,0,2012-11-01 00:00:00
ug08,192_168_1_205,226241,1,2012-12-01 00:00:00
ug08,192_168_1_205,219715,0,2013-01-01 00:00:00
ug08,192_168_1_205,204971,386,2013-02-01 00:00:00
ug08,192_168_1_205,267181,0,2013-03-01 00:00:00
ug08,192_168_1_205,167667,0,2013-04-01 00:00:00
ug08,192_168_1_205,249244,1,2013-05-01 00:00:00
ug08,192_168_1_205,207881,0,2013-06-01 00:00:00
ug08,192_168_1_205,153895,0,2013-07-01 00:00:00
ug08,192_168_1_205,195490,1,2013-08-01 00:00:00
ug08,192_168_1_205,89984,0,2013-09-01 00:00:00
ug08,192_168_1_206,189525,2,2011-12-01 00:00:00
ug08,192_168_1_206,342358,1,2012-01-01 00:00:00
ug08,192_168_1_206,352856,0,2012-02-01 00:00:00
ug08,192_168_1_206,386544,0,2012-03-01 00:00:00
ug08,192_168_1_206,341631,3,2012-04-01 00:00:00
ug08,192_168_1_206,325345,1,2012-05-01 00:00:00
ug08,192_168_1_206,321732,0,2012-06-01 00:00:00
ug08,192_168_1_206,355411,0,2012-07-01 00:00:00
ug08,192_168_1_206,349496,0,2012-08-01 00:00:00
ug08,192_168_1_206,392047,0,2012-09-01 00:00:00
ug08,192_168_1_206,138601,0,2012-10-01 00:00:00
ug08,192_168_1_206,388195,0,2012-11-01 00:00:00
ug08,192_168_1_206,302962,0,2012-12-01 00:00:00
ug08,192_168_1_206,327888,642,2013-01-01 00:00:00
ug08,192_168_1_206,378752,2178,2013-02-01 00:00:00
ug08,192_168_1_206,401968,274,2013-03-01 00:00:00
ug08,192_168_1_206,425525,96,2013-04-01 00:00:00
ug08,192_168_1_206,469966,2,2013-05-01 00:00:00
ug08,192_168_1_206,528688,1494,2013-06-01 00:00:00
ug08,192_168_1_206,289777,1,2013-07-01 00:00:00
ug08,192_168_1_206,267723,450,2013-08-01 00:00:00
ug08,192_168_1_206,188254,1,2013-09-01 00:00:00
ug08,192_168_1_207,134151,0,2011-12-01 00:00:00
ug08,192_168_1_207,164667,0,2012-01-01 00:00:00
ug08,192_168_1_207,101921,0,2012-02-01 00:00:00
ug08,192_168_1_207,158410,0,2012-03-01 00:00:00
ug08,192_168_1_207,93797,0,2012-04-01 00:00:00
ug08,192_168_1_207,191235,0,2012-06-01 00:00:00
ug08,192_168_1_207,205312,0,2012-07-01 00:00:00
ug08,192_168_1_207,166308,1,2012-08-01 00:00:00
ug08,192_168_1_207,197437,0,2012-09-01 00:00:00
ug08,192_168_1_207,243363,0,2012-10-01 00:00:00
ug08,192_168_1_207,277200,0,2012-11-01 00:00:00
ug08,192_168_1_207,218189,1,2012-12-01 00:00:00
ug08,192_168_1_207,167807,0,2013-01-01 00:00:00
ug08,192_168_1_207,102175,0,2013-02-01 00:00:00
ug08,192_168_1_207,142036,0,2013-03-01 00:00:00
ug08,192_168_1_207,97326,0,2013-04-01 00:00:00
ug08,192_168_1_207,91673,0,2013-05-01 00:00:00
ug08,192_168_1_207,99806,0,2013-06-01 00:00:00
ug08,192_168_1_207,53681,0,2013-07-01 00:00:00
ug08,192_168_1_207,65794,1,2013-08-01 00:00:00
ug08,192_168_1_207,30276,0,2013-09-01 00:00:00
ug08,192_168_1_208,56504,2,2011-12-01 00:00:00
ug08,192_168_1_208,59357,0,2012-01-01 00:00:00
ug08,192_168_1_208,58753,0,2012-02-01 00:00:00
ug08,192_168_1_208,56410,0,2012-03-01 00:00:00
ug08,192_168_1_208,58254,0,2012-04-01 00:00:00
ug08,192_168_1_208,60121,0,2012-05-01 00:00:00
ug08,192_168_1_208,93614,0,2012-06-01 00:00:00
ug08,192_168_1_208,85427,0,2012-07-01 00:00:00
ug08,192_168_1_208,58897,0,2012-08-01 00:00:00
ug08,192_168_1_208,63960,0,2012-09-01 00:00:00
ug08,192_168_1_208,56836,0,2012-10-01 00:00:00
ug08,192_168_1_208,103896,0,2012-11-01 00:00:00
ug08,192_168_1_208,67673,0,2012-12-01 00:00:00
ug08,192_168_1_208,127986,0,2013-01-01 00:00:00
ug08,192_168_1_208,95816,0,2013-02-01 00:00:00
ug08,192_168_1_208,54414,0,2013-03-01 00:00:00
ug08,192_168_1_208,57758,0,2013-04-01 00:00:00
ug08,192_168_1_208,95876,0,2013-05-01 00:00:00
ug08,192_168_1_208,83425,0,2013-06-01 00:00:00
ug08,192_168_1_208,43396,0,2013-07-01 00:00:00
ug08,192_168_1_208,39373,0,2013-08-01 00:00:00
ug08,192_168_1_208,25673,2,2013-09-01 00:00:00
ug08,192_168_1_209,189803,0,2011-12-01 00:00:00
ug08,192_168_1_209,325855,0,2012-01-01 00:00:00
ug08,192_168_1_209,354502,32,2012-02-01 00:00:00
ug08,192_168_1_209,308493,0,2012-03-01 00:00:00
ug08,192_168_1_209,384771,135,2012-04-01 00:00:00
ug08,192_168_1_209,410260,0,2012-05-01 00:00:00
ug08,192_168_1_209,416130,0,2012-06-01 00:00:00
ug08,192_168_1_209,440769,66,2012-07-01 00:00:00
ug08,192_168_1_209,373822,0,2012-08-01 00:00:00
ug08,192_168_1_209,384823,1,2012-09-01 00:00:00
ug08,192_168_1_209,356082,0,2012-10-01 00:00:00
ug08,192_168_1_209,350259,0,2012-11-01 00:00:00
ug08,192_168_1_209,369977,0,2012-12-01 00:00:00
ug08,192_168_1_209,376827,836,2013-01-01 00:00:00
ug08,192_168_1_209,305630,1602,2013-02-01 00:00:00
ug08,192_168_1_209,341861,272,2013-03-01 00:00:00
ug08,192_168_1_209,316222,13,2013-04-01 00:00:00
ug08,192_168_1_209,345243,0,2013-05-01 00:00:00
ug08,192_168_1_209,316003,1450,2013-06-01 00:00:00
ug08,192_168_1_209,158192,0,2013-07-01 00:00:00
ug08,192_168_1_209,214568,231,2013-08-01 00:00:00
ug08,192_168_1_209,131466,0,2013-09-01 00:00:00
ug08,192_168_1_210,93230,1,2011-12-01 00:00:00
ug08,192_168_1_210,144024,1,2012-01-01 00:00:00
ug08,192_168_1_210,346823,36,2012-02-01 00:00:00
ug08,192_168_1_210,394608,70,2012-03-01 00:00:00
ug08,192_168_1_210,364900,140,2012-04-01 00:00:00
ug08,192_168_1_210,392775,2,2012-05-01 00:00:00
ug08,192_168_1_210,414032,180,2012-06-01 00:00:00
ug08,192_168_1_210,467788,115,2012-07-01 00:00:00
ug08,192_168_1_210,460136,3,2012-08-01 00:00:00
ug08,192_168_1_210,397532,3,2012-09-01 00:00:00
ug08,192_168_1_210,413407,3,2012-10-01 00:00:00
ug08,192_168_1_210,442182,1,2012-11-01 00:00:00
ug08,192_168_1_210,387778,1,2012-12-01 00:00:00
ug08,192_168_1_210,440824,586,2013-01-01 00:00:00
ug08,192_168_1_210,395512,1605,2013-02-01 00:00:00
ug08,192_168_1_210,449090,1,2013-03-01 00:00:00
ug08,192_168_1_210,458271,94,2013-04-01 00:00:00
ug08,192_168_1_210,490596,2,2013-05-01 00:00:00
ug08,192_168_1_210,438980,1227,2013-06-01 00:00:00
ug08,192_168_1_210,201586,7,2013-07-01 00:00:00
ug08,192_168_1_210,240985,427,2013-08-01 00:00:00
ug08,192_168_1_210,145973,0,2013-09-01 00:00:00
ug08,192_168_1_212,3,0,2012-02-01 00:00:00
ug08,192_168_1_212,2,0,2012-03-01 00:00:00
ug08,192_168_1_212,3,0,2012-04-01 00:00:00
ug08,192_168_1_212,3,0,2012-05-01 00:00:00
ug08,192_168_1_219,1,0,2012-02-01 00:00:00
ug08,192_168_1_219,1,0,2012-05-01 00:00:00
